symbol,archetype,readiness,q1_status,q2_status,q3_status,q4_status,q5_status,q6_status,q7_status,q8_status,challenge_status,core_decision,decision_contradiction,missing_data_count
STW,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
SVC,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
SVD,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
SVG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
SVH,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
SVN,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
SVT,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
SWC,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
SZC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
SZE,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
SZG,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
SZL,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TA9,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TAB,NORMAL_ENTERPRISE,PARTIAL,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TAH,NORMAL_ENTERPRISE,INSUFFICIENT,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,VULNERABLE,INSUFFICIENT_DATA,RESILIENT,WATCH,REVIEW_BUSINESS,False,0
TAL,NORMAL_ENTERPRISE,PARTIAL,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TAR,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TAW,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TBC,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TBD,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TBR,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TBW,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TCB,BANK,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TCD,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TCH,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TCI,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TCJ,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TCK,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TCL,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TCM,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TCO,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TCR,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
TCT,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TCW,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TCX,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TD6,NORMAL_ENTERPRISE,INSUFFICIENT,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TDB,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TDC,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TDF,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
TDG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TDH,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
TDM,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
TDP,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TDS,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TDT,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TDW,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TED,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TEG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TET,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TFC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TGG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TGP,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TH1,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
THB,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
THD,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
THG,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
THM,NORMAL_ENTERPRISE,PARTIAL,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
THN,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
THP,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
THS,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
THT,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
THU,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
THW,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TIE,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TIG,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TIN,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TIP,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TIS,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TIX,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
TJC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TKA,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TKU,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TL4,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
TLD,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TLG,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
TLH,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TLP,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TMB,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TMC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TMG,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TMP,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TMS,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
TMT,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TMW,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TMX,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TN1,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TNA,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
TNB,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TNC,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TNG,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TNH,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TNI,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TNP,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TNS,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TNT,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TNW,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TOP,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TOS,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
TOT,NORMAL_ENTERPRISE,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TOW,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
TPB,BANK,READY,RESILIENT,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TPC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TPP,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TPS,NORMAL_ENTERPRISE,READY,WATCH,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
TQW,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TRA,NORMAL_ENTERPRISE,READY,RESILIENT,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,INSUFFICIENT_DATA,RESILIENT,CLEAR,WAIT_FOR_MOS,False,0
TRC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TRS,NORMAL_ENTERPRISE,READY,WATCH,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,RESILIENT,WATCH,RESILIENT,WATCH,WAIT_FOR_MOS,False,0
TRT,NORMAL_ENTERPRISE,READY,VULNERABLE,WATCH,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TRV,NORMAL_ENTERPRISE,INSUFFICIENT,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TSA,NORMAL_ENTERPRISE,PARTIAL,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TSB,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,1
TSC,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,3
TSD,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,4
TSG,NORMAL_ENTERPRISE,READY,VULNERABLE,RESILIENT,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
TSJ,NORMAL_ENTERPRISE,READY,VULNERABLE,VULNERABLE,INSUFFICIENT_DATA,INSUFFICIENT_DATA,INSUFFICIENT_DATA,WATCH,VULNERABLE,RESILIENT,HIGH_RISK,AVOID,False,2
